timestamp,ch4_pct_lel,temperature_c,error_code,rssi,snr
2026-08-28T20:15:12,ch4_pct_lel,temperature_c,error_code,rssi,snr
2026-08-28T20:25:37,0.00,30.60,0,1.253,0.25,0.0110,23.9,-110,8.50
2026-08-28T20:25:38,0.00,30.60,0,1.258,0.64,0.0110,23.9,-110,8.00
2026-08-28T20:25:39,0.00,30.60,0,1.256,0.51,0.0110,23.9,-110,8.50
2026-08-28T20:25:40,0.00,30.60,0,1.258,0.64,0.0110,23.9,-110,8.75
2026-08-28T20:25:42,0.00,30.60,0,1.256,0.44,0.0110,23.9,-110,8.50
2026-08-28T20:25:43,0.00,30.60,0,1.254,0.31,0.0110,23.9,-110,8.75
2026-08-28T20:25:44,0.00,30.60,0,1.258,0.64,0.0110,23.9,-110,8.25
2026-08-28T20:25:45,0.00,30.60,0,1.253,0.25,0.0100,23.9,-110,8.25
2026-08-28T20:25:46,0.00,30.60,0,1.258,0.64,0.0110,23.9,-110,8.50
2026-08-28T20:25:47,0.00,30.60,0,1.255,0.38,0.0110,23.9,-109,8.75
2026-08-28T20:25:48,0.00,30.60,0,1.256,0.44,0.0120,23.9,-108,9.75
2026-08-28T20:25:49,0.00,30.60,0,1.253,0.25,0.0110,23.9,-109,8.25
2026-08-28T20:25:50,0.00,30.60,0,1.256,0.51,0.0120,23.9,-109,8.25
2026-08-28T20:25:51,0.00,30.60,0,1.254,0.31,0.0120,23.9,-109,8.25
2026-08-28T20:25:53,0.00,30.60,0,1.254,0.31,0.0110,23.9,-109,8.50
2026-08-28T20:25:54,0.00,30.60,0,1.255,0.38,0.0120,23.9,-109,8.50
2026-08-28T20:25:55,0.00,30.60,0,1.253,0.25,0.0120,23.9,-109,8.25
2026-08-28T20:25:56,0.00,30.60,0,1.258,0.64,0.0120,23.9,-109,8.25
2026-08-28T20:25:57,0.00,30.70,0,1.257,0.57,0.0120,23.9,-110,8.25
2026-08-28T20:25:58,0.00,30.70,0,1.259,0.70,0.0120,23.9,-109,8.75
2026-08-28T20:25:59,0.00,30.70,0,1.259,0.70,0.0120,23.9,-109,9.25
2026-08-28T20:26:00,0.00,30.70,0,1.256,0.51,0.0130,23.9,-109,8.50
2026-08-28T20:26:01,0.00,30.70,0,1.254,0.31,0.0120,23.9,-109,8.50
2026-08-28T20:26:02,0.00,30.70,0,1.257,0.57,0.0120,23.9,-109,8.25
2026-08-28T20:26:03,0.00,30.70,0,1.254,0.31,0.0120,23.9,-109,8.25
2026-08-28T20:26:05,0.00,30.70,0,1.256,0.44,0.0120,23.9,-110,8.50
2026-08-28T20:26:06,0.00,30.70,0,1.258,0.64,0.0120,23.9,-110,8.50
2026-08-28T20:26:07,0.00,30.70,0,1.254,0.31,0.0120,23.9,-109,8.25
2026-08-28T20:26:08,0.00,30.70,0,1.256,0.51,0.0120,23.9,-110,8.25
2026-08-28T20:26:09,0.00,30.70,0,1.247,-0.20,0.0120,23.9,-107,9.50
2026-08-28T20:26:10,0.00,30.70,0,1.256,0.44,0.0120,23.9,-111,8.00
2026-08-28T20:26:11,0.00,30.70,0,1.254,0.31,0.0120,23.9,-117,5.75
2026-08-28T20:26:12,0.00,30.70,0,1.255,0.38,0.0120,23.9,-123,-3.50
