timestamp,board_id,pressure_hpa,sht_temp_c,sht_humidity_pct,inir_a0_voltage,inir_ch4_analog_pctvol,inir_ch4_digital_pctvol,inir_temp_c,battery_voltage,rssi,snr,sample
2026-09-15T09:13:47,1,1028.08,22.32,46.88,0.690,-44.81,0.0210,24.9,3.77,-64,9.25,
2026-09-15T09:13:48,1,1028.05,22.32,46.69,0.685,-45.20,0.0210,24.9,3.80,-64,9.50,
2026-09-15T09:13:49,1,1028.09,22.32,46.37,0.674,-46.10,0.0210,24.9,3.76,-64,9.50,
2026-09-15T09:13:50,1,1027.98,22.33,46.10,0.666,-46.68,0.0210,24.9,3.80,-62,9.50,
2026-09-15T09:13:51,1,1028.01,22.38,45.87,0.667,-46.62,0.0220,24.9,3.76,-64,9.25,
2026-09-15T09:13:52,1,1027.96,22.39,45.69,0.656,-47.52,0.0220,24.9,3.80,-63,9.25,
2026-09-15T09:13:53,1,1027.99,22.42,45.59,0.646,-48.30,0.0220,24.9,3.77,-64,9.25,
2026-09-15T09:13:54,1,1027.96,22.42,45.53,0.643,-48.55,0.0220,24.9,3.80,-63,9.75,
2026-09-15T09:13:56,1,1028.07,22.45,45.60,0.637,-49.07,0.0220,24.9,3.77,-63,9.75,
2026-09-15T09:13:57,1,1028.04,22.46,45.68,0.625,-50.04,0.0210,24.9,3.80,-63,10.00,
2026-09-15T09:13:58,1,1027.93,22.48,45.57,0.621,-50.29,0.0220,24.9,3.76,-61,9.75,
2026-09-15T09:13:59,1,1028.03,22.48,45.50,0.624,-50.10,0.0220,24.9,3.80,-62,10.25,
2026-09-15T09:14:00,1,1028.11,22.50,45.49,0.608,-51.39,0.0220,24.9,3.77,-63,9.75,
2026-09-15T09:14:01,1,1027.82,22.53,45.45,0.600,-52.04,0.0220,24.9,3.80,-62,10.25,
2026-09-15T09:14:02,1,1027.93,22.56,45.41,0.600,-51.97,0.0230,24.9,3.76,-63,9.75,
2026-09-15T09:14:03,1,1028.03,22.59,45.20,0.592,-52.62,0.0230,24.9,3.80,-62,10.25,
2026-09-15T09:14:05,1,1027.99,22.60,45.08,0.579,-53.65,0.0230,24.9,3.76,-62,9.50,
2026-09-15T09:14:06,1,1027.92,22.61,45.10,0.580,-53.58,0.0220,24.9,3.80,-63,9.75,
2026-09-15T09:14:12,1,1039.16,22.69,43.89,0.535,-57.19,0.0220,24.9,3.80,-60,9.75,
2026-09-15T09:14:14,1,1028.12,22.69,43.77,0.537,-57.06,0.0220,24.9,3.76,-60,9.75,
2026-09-15T09:14:15,1,1027.96,22.70,43.65,0.527,-57.84,0.0200,24.9,3.80,-60,9.75,
2026-09-15T09:14:16,1,1027.98,22.72,43.53,0.513,-58.93,0.0210,24.9,3.80,-60,9.75,
2026-09-15T09:14:17,1,1027.88,22.74,43.48,0.513,-59.00,0.0210,24.9,3.77,-60,10.25,
2026-09-15T09:14:18,1,1028.07,22.75,43.40,0.508,-59.32,0.0210,24.9,3.80,-64,9.75,
2026-09-15T09:14:19,1,1027.95,22.76,43.32,0.496,-60.29,0.0210,24.9,3.77,-61,9.50,
2026-09-15T09:14:20,1,1027.96,22.78,43.26,0.495,-60.42,0.0200,24.9,3.80,-61,10.25,
2026-09-15T09:14:21,1,1027.93,22.79,43.16,0.492,-60.67,0.0200,24.9,3.77,-66,9.75,
2026-09-15T09:14:22,1,1027.90,22.81,43.05,0.479,-61.71,0.0190,24.9,3.80,-89,2.50,
2026-09-15T09:14:24,1,1028.06,22.82,43.00,0.468,-62.54,0.0190,24.9,3.77,-79,8.50,
2026-09-15T09:14:25,1,1027.95,22.84,42.99,0.473,-62.16,0.0190,24.9,3.80,-75,9.25,
2026-09-15T09:14:26,1,1028.05,22.84,43.04,0.464,-62.87,0.0190,24.9,3.77,-77,9.00,
2026-09-15T09:14:27,1,1027.93,22.88,43.00,0.454,-63.70,0.0190,24.9,3.79,-76,9.25,
2026-09-15T09:14:28,1,1027.94,22.86,42.96,0.452,-63.83,0.0190,24.9,3.77,-77,9.50,
2026-09-15T09:14:29,1,1028.01,22.87,42.95,0.448,-64.16,0.0180,24.9,3.81,-75,9.25,
2026-09-15T09:14:30,1,1028.07,22.89,42.91,0.438,-64.99,0.0180,24.9,3.77,-78,9.50,
2026-09-15T09:14:31,1,1027.80,22.89,42.82,0.429,-65.70,0.0170,24.9,3.80,-68,10.25,
2026-09-15T09:14:33,1,1027.99,22.93,42.70,0.431,-65.51,0.0170,24.9,3.76,-70,9.50,
2026-09-15T09:14:34,1,1027.94,22.93,42.58,0.423,-66.15,0.0170,24.9,3.80,-70,9.75,
2026-09-15T09:14:35,1,1027.86,22.97,42.56,0.416,-66.73,0.0180,24.9,3.76,-71,9.25,
2026-09-15T09:14:36,1,1028.04,22.95,42.49,0.410,-67.19,0.0180,24.9,3.80,-62,9.75,
2026-09-15T09:14:37,1,1027.87,22.97,42.53,0.408,-67.38,0.0170,24.9,3.76,-72,9.50,
2026-09-15T09:14:38,1,1027.99,22.98,42.55,0.398,-68.15,0.0170,24.9,3.80,-72,9.25,
2026-09-15T09:14:39,1,1027.95,22.98,42.64,0.392,-68.67,0.0170,24.9,3.76,-73,9.75,
2026-09-15T09:14:40,1,1028.01,23.00,42.57,0.392,-68.60,0.0160,24.9,3.80,-60,9.75,
2026-09-15T09:14:42,1,1028.04,23.03,42.65,0.381,-69.51,0.0170,24.9,3.76,-58,9.75,
2026-09-15T09:14:43,1,1027.93,23.05,42.78,0.374,-70.09,0.0160,24.9,3.70,-49,0.25,
2026-09-15T09:14:44,1,1027.92,23.07,42.88,0.371,-70.34,0.0170,24.9,3.76,-48,-3.25,
2026-09-15T09:14:49,1,1028.02,23.10,42.83,0.337,-73.05,0.0170,24.9,3.77,-60,9.50,
2026-09-15T09:14:51,1,1027.92,23.12,42.65,0.332,-73.44,0.0170,24.9,3.80,-59,10.00,
2026-09-15T09:14:52,1,1027.90,23.13,42.59,0.329,-73.70,0.0170,24.9,3.77,-59,9.75,
2026-09-15T09:14:53,1,1028.03,23.15,42.46,0.326,-73.95,0.0170,24.9,3.80,-59,9.75,
2026-09-15T09:14:54,1,1027.92,23.17,42.34,0.314,-74.86,0.0170,24.9,3.77,-59,9.25,
2026-09-15T09:14:55,1,1027.93,23.18,42.23,0.313,-74.99,0.0170,24.9,3.80,-59,9.25,
2026-09-15T09:14:56,1,1027.92,23.18,42.11,0.309,-75.24,0.0170,24.9,3.77,-59,9.75,
2026-09-15T09:14:57,1,1027.97,23.20,41.97,0.298,-76.15,0.0180,24.9,3.80,-59,10.25,
2026-09-15T09:14:58,1,1027.97,23.19,41.92,0.294,-76.47,0.0180,24.9,3.77,-63,9.75,
2026-09-15T09:14:59,1,1027.84,23.20,41.88,0.294,-76.47,0.0180,24.9,3.80,-64,10.00,
2026-09-15T09:15:01,1,1027.93,23.22,41.87,0.283,-77.37,0.0180,24.9,3.77,-70,9.75,
2026-09-15T09:15:02,1,1027.85,23.24,41.83,0.273,-78.15,0.0180,24.9,3.80,-70,9.75,
2026-09-15T09:15:03,1,1027.87,23.24,41.80,0.274,-78.08,0.0190,24.9,3.77,-74,9.25,
2026-09-15T09:15:04,1,1027.99,23.25,41.86,0.270,-78.40,0.0180,24.9,3.80,-70,9.50,
2026-09-15T09:15:05,1,1027.94,23.27,41.80,0.257,-79.43,0.0180,24.9,3.77,-70,9.25,
2026-09-15T09:15:06,1,1027.81,23.26,41.71,0.257,-79.43,0.0180,24.9,3.80,-71,9.75,
2026-09-15T09:15:07,1,1027.89,23.27,41.58,0.254,-79.69,0.0180,24.9,3.76,-67,9.75,
2026-09-15T09:15:08,1,1027.90,23.28,41.45,0.245,-80.40,0.0180,24.9,3.80,-72,9.75,
2026-09-15T09:15:10,1,1027.91,23.30,41.34,0.235,-81.18,0.0190,25.9,3.76,-71,9.25,
2026-09-15T09:15:11,1,1027.92,23.31,41.28,0.238,-80.98,0.0190,24.9,3.80,-71,10.00,
2026-09-15T09:15:12,1,1027.85,23.31,41.27,0.232,-81.43,0.0190,24.9,3.77,-71,10.00,
2026-09-15T09:15:13,1,1027.83,23.35,41.27,0.219,-82.46,0.0190,24.9,3.80,-70,9.75,
2026-09-15T09:15:14,1,1027.89,23.34,41.25,0.215,-82.79,0.0190,25.9,3.76,-70,9.50,
2026-09-15T09:15:15,1,1027.92,23.34,41.23,0.216,-82.72,0.0180,25.9,3.80,-70,10.25,
2026-09-15T09:15:16,1,1027.92,23.34,41.23,0.204,-83.69,0.0180,25.9,3.76,-71,9.50,
2026-09-15T09:15:17,1,1027.97,23.36,41.14,0.196,-84.33,0.0170,25.9,3.80,-70,9.50,
2026-09-15T09:15:19,1,1027.73,23.35,41.08,0.197,-84.21,0.0170,25.9,3.76,-70,9.25,
2026-09-15T09:15:25,1,1038.97,23.44,41.15,0.156,-87.56,0.0170,25.9,3.80,-73,9.75,
2026-09-15T09:15:26,1,1027.86,23.43,41.05,0.158,-87.36,0.0160,25.9,3.77,-70,9.50,
2026-09-15T09:15:28,1,1027.93,23.44,40.95,0.152,-87.82,0.0160,25.9,3.80,-72,10.00,
2026-09-15T09:15:29,1,1027.97,23.45,40.89,0.143,-88.59,0.0160,25.9,3.77,-67,9.75,
2026-09-15T09:15:30,1,1027.88,23.45,40.83,0.138,-88.98,0.0160,25.9,3.80,-69,10.00,
2026-09-15T09:15:31,1,1027.94,23.44,40.77,0.140,-88.78,0.0160,25.9,3.76,-71,9.25,
2026-09-15T09:15:32,1,1027.95,23.46,40.70,0.126,-89.94,0.0160,25.9,3.80,-71,10.00,
2026-09-15T09:15:33,1,1027.81,23.45,40.66,0.122,-90.27,0.0160,25.9,3.77,-72,9.50,
2026-09-15T09:15:34,1,1027.97,23.48,40.63,0.127,-89.88,0.0160,25.9,3.80,-72,9.50,
2026-09-15T09:15:35,1,1027.89,23.48,40.66,0.118,-90.59,0.0170,25.9,3.76,-72,9.50,
2026-09-15T09:15:36,1,1027.93,23.49,40.61,0.107,-91.43,0.0170,25.9,3.80,-71,9.75,
2026-09-15T09:15:38,1,1027.97,23.51,40.64,0.107,-91.43,0.0170,25.9,3.77,-72,9.75,
2026-09-15T09:15:39,1,1027.84,23.49,40.63,0.105,-91.62,0.0160,25.9,3.80,-71,9.75,
2026-09-15T09:15:40,1,1027.90,23.53,40.58,0.098,-92.13,0.0160,25.9,3.76,-71,9.75,
2026-09-15T09:15:41,1,1028.05,23.50,40.53,0.094,-92.46,0.0160,25.9,3.80,-70,9.75,
2026-09-15T09:15:42,1,1027.86,23.52,40.56,0.098,-92.20,0.0160,25.9,3.77,-71,9.75,
2026-09-15T09:15:43,1,1027.88,23.54,40.55,0.093,-92.59,0.0160,25.9,3.80,-70,10.00,
2026-09-15T09:15:44,1,1027.94,23.53,40.55,0.087,-93.04,0.0160,25.9,3.76,-70,9.75,
2026-09-15T09:15:45,1,1027.97,23.54,40.53,0.087,-93.04,0.0160,25.9,3.80,-70,10.00,
2026-09-15T09:15:47,1,1027.95,23.56,40.57,0.088,-92.97,0.0170,25.9,3.76,-71,10.00,
2026-09-15T09:15:48,1,1027.99,23.57,40.61,0.081,-93.55,0.0160,25.9,3.80,-71,9.75,
2026-09-15T09:15:49,1,1027.91,23.56,40.56,0.077,-93.81,0.0160,25.9,3.76,-69,9.50,
2026-09-15T09:15:50,1,1028.00,23.57,40.43,0.087,-93.04,0.0160,25.9,3.80,-71,10.00,
2026-09-15T09:15:51,1,1027.91,23.58,40.44,0.082,-93.42,0.0150,25.9,3.76,-71,9.75,
2026-09-15T09:15:52,1,1027.96,23.60,40.40,0.077,-93.81,0.0140,25.9,3.80,-70,10.25,
2026-09-15T09:15:53,1,1027.96,23.60,40.43,0.083,-93.36,0.0150,25.9,3.76,-71,9.75,
2026-09-15T09:15:54,1,1027.85,23.59,40.36,0.083,-93.36,0.0150,25.9,3.80,-70,10.25,
2026-09-15T09:16:01,1,1039.02,23.64,40.23,0.085,-93.23,0.0150,25.9,3.77,-76,9.25,
2026-09-15T09:16:02,1,1027.95,23.66,40.13,0.085,-93.17,0.0150,25.9,3.80,-73,9.50,
2026-09-15T09:16:03,1,1027.85,23.66,40.18,0.074,-94.07,0.0160,25.9,3.77,-82,7.00,
2026-09-15T09:16:05,1,1027.93,23.67,40.26,0.078,-93.75,0.0160,25.9,3.80,-80,8.00,
2026-09-15T09:16:06,1,1027.83,23.67,40.33,0.083,-93.36,0.0150,25.9,3.76,-81,7.50,
2026-09-15T09:16:07,1,1027.98,23.69,40.41,0.081,-93.49,0.0150,25.9,3.80,-81,7.75,
2026-09-15T09:16:08,1,1027.84,23.68,40.39,0.073,-94.13,0.0150,25.9,3.76,-81,7.75,
2026-09-15T09:16:09,1,1027.95,23.69,40.39,0.075,-94.00,0.0150,25.9,3.80,-81,7.75,
2026-09-15T09:16:10,1,1027.87,23.71,40.40,0.081,-93.49,0.0150,25.9,3.77,-81,7.50,
2026-09-15T09:16:11,1,1027.98,23.70,40.34,0.078,-93.75,0.0160,25.9,3.80,-81,7.75,
2026-09-15T09:16:12,1,1027.86,23.69,40.19,0.078,-93.75,0.0160,25.9,3.76,-81,7.50,
2026-09-15T09:16:13,1,1027.88,23.71,40.12,0.076,-93.94,0.0160,25.9,3.80,-81,7.75,
2026-09-15T09:16:15,1,1027.92,23.73,40.07,0.081,-93.49,0.0160,25.9,3.76,-86,5.00,
2026-09-15T09:16:17,1,1028.00,23.73,40.01,0.073,-94.13,0.0160,25.9,3.76,-88,1.50,
2026-09-15T09:16:18,1,1027.94,23.73,39.93,0.073,-94.20,0.0160,25.9,3.80,-88,0.75,
2026-09-15T09:16:19,1,1027.93,23.74,39.86,0.081,-93.55,0.0150,25.9,3.77,-76,9.00,
2026-09-15T09:16:20,1,1027.83,23.74,39.87,0.077,-93.81,0.0150,25.9,3.80,-79,10.00,
2026-09-15T09:16:21,1,1028.06,23.73,39.85,0.071,-94.33,0.0150,25.9,3.76,-72,9.25,
2026-09-15T09:16:22,1,1028.05,23.76,39.82,0.081,-93.55,0.0150,25.9,3.80,-73,9.75,
2026-09-15T09:16:24,1,1027.95,23.77,39.85,0.081,-93.49,0.0150,25.9,3.75,-73,9.75,
2026-09-15T09:16:25,1,1027.94,23.77,39.87,0.074,-94.07,0.0140,25.9,3.80,-79,8.25,
2026-09-15T09:16:26,1,1027.84,23.76,39.84,0.073,-94.13,0.0140,25.9,3.76,-76,8.75,
2026-09-15T09:16:27,1,1027.94,23.79,39.83,0.078,-93.75,0.0150,25.9,3.80,-87,3.75,
2026-09-15T09:16:28,1,1027.99,23.80,39.82,0.080,-93.62,0.0150,25.9,3.80,-84,5.50,
2026-09-15T09:16:29,1,1028.01,23.81,39.78,0.072,-94.26,0.0150,25.9,3.77,-85,5.00,
2026-09-15T09:16:30,1,1028.05,23.78,39.72,0.073,-94.13,0.0150,25.9,3.80,-86,4.50,
2026-09-15T09:16:38,1,1027.94,23.81,39.71,0.080,-93.62,0.0150,25.9,3.77,-82,7.00,
2026-09-15T09:16:39,1,1027.97,23.80,39.66,0.085,-93.17,0.0150,25.9,3.80,-80,7.75,
2026-09-15T09:16:40,1,1028.11,23.83,39.64,0.085,-93.17,0.0150,25.9,3.76,-79,8.00,
2026-09-15T09:16:42,1,1027.94,23.83,39.69,0.079,-93.68,0.0150,25.9,3.80,-81,7.25,
2026-09-15T09:16:43,1,1028.00,23.83,39.64,0.074,-94.07,0.0140,25.9,3.76,-81,7.50,
2026-09-15T09:16:44,1,1027.94,23.86,39.65,0.081,-93.49,0.0140,25.9,3.80,-81,9.25,
2026-09-15T09:16:45,1,1027.91,23.85,39.67,0.080,-93.62,0.0140,25.9,3.76,-81,7.50,
2026-09-15T09:16:46,1,1027.83,23.82,39.56,0.075,-94.00,0.0150,25.9,3.80,-80,7.75,
2026-09-15T09:16:47,1,1027.90,23.84,39.50,0.077,-93.88,0.0140,25.9,3.76,-73,9.00,
2026-09-15T09:16:48,1,1027.98,23.87,39.48,0.085,-93.17,0.0140,25.9,3.80,-77,9.25,
2026-09-15T09:16:49,1,1027.97,23.88,39.48,0.076,-93.94,0.0140,25.9,3.76,-72,9.50,
2026-09-15T09:16:50,1,1028.00,23.88,39.53,0.073,-94.20,0.0140,25.9,3.80,-74,9.25,
2026-09-15T09:16:52,1,1027.92,23.87,39.52,0.077,-93.88,0.0150,25.9,3.77,-81,8.25,
2026-09-15T09:16:53,1,1027.96,23.87,39.49,0.078,-93.75,0.0140,25.9,3.80,-80,8.25,
2026-09-15T09:16:54,1,1027.92,23.87,39.45,0.074,-94.07,0.0140,25.9,3.76,-81,7.75,
2026-09-15T09:16:55,1,1027.87,23.87,39.35,0.073,-94.13,0.0140,25.9,3.80,-81,7.50,
2026-09-15T09:16:56,1,1027.97,23.86,39.36,0.083,-93.36,0.0140,25.9,3.76,-81,7.50,
2026-09-15T09:16:57,1,1027.98,23.86,39.31,0.078,-93.75,0.0140,25.9,3.80,-80,7.75,
2026-09-15T09:16:58,1,1027.93,23.88,39.27,0.073,-94.20,0.0140,25.9,3.76,-81,7.50,
2026-09-15T09:16:59,1,1027.97,23.88,39.30,0.075,-94.00,0.0140,25.9,3.79,-81,7.25,
2026-09-15T09:17:01,1,1027.84,23.87,39.29,0.081,-93.55,0.0140,25.9,3.74,-79,8.50,
2026-09-15T09:17:02,1,1027.92,23.86,39.26,0.074,-94.07,0.0140,25.9,3.76,-79,6.75,
2026-09-15T09:17:03,1,1027.95,23.89,39.24,0.073,-94.20,0.0140,25.9,3.80,-81,8.25,
2026-09-15T09:17:04,1,1028.00,23.87,39.24,0.073,-94.13,0.0140,25.9,3.77,-81,7.25,
2026-09-15T09:17:05,1,1027.84,23.88,39.21,0.082,-93.42,0.0140,25.9,3.80,-80,7.75,
2026-09-15T09:17:06,1,1027.95,23.88,39.27,0.082,-93.42,0.0140,25.9,3.77,-81,7.50,
2026-09-15T09:17:07,1,1027.96,23.90,39.24,0.073,-94.20,0.0140,25.9,3.80,-81,7.50,
2026-09-15T09:17:14,1,1038.98,23.91,39.27,0.087,-93.04,0.0140,25.9,3.80,-70,9.50,
2026-09-15T09:17:15,1,1027.88,23.90,39.21,0.081,-93.49,0.0140,25.9,3.76,-73,9.00,
2026-09-15T09:17:16,1,1027.97,23.91,39.22,0.079,-93.68,0.0150,25.9,3.80,-73,9.50,
2026-09-15T09:17:17,1,1028.00,23.92,39.20,0.079,-93.68,0.0150,25.9,3.76,-72,9.00,
2026-09-15T09:17:19,1,1027.84,23.92,39.17,0.082,-93.42,0.0150,25.9,3.80,-72,9.50,
2026-09-15T09:17:20,1,1027.92,23.93,39.19,0.076,-93.94,0.0150,25.9,3.77,-72,9.25,
2026-09-15T09:17:21,1,1027.97,23.92,39.20,0.073,-94.13,0.0150,25.9,3.80,-71,9.50,
2026-09-15T09:17:22,1,1027.95,23.95,39.22,0.081,-93.49,0.0150,25.9,3.76,-72,9.50,
2026-09-15T09:17:23,1,1028.08,23.93,39.25,0.081,-93.55,0.0150,25.9,3.80,-72,9.25,
2026-09-15T09:17:24,1,1027.94,23.94,39.26,0.076,-93.94,0.0150,25.9,3.76,-73,9.25,
2026-09-15T09:17:25,1,1027.94,23.95,39.24,0.076,-93.94,0.0150,25.9,3.80,-72,9.50,
2026-09-15T09:17:26,1,1027.91,23.96,39.24,0.078,-93.75,0.0150,25.9,3.76,-69,9.50,
2026-09-15T09:17:27,1,1027.97,23.93,39.20,0.082,-93.42,0.0150,25.9,3.80,-66,9.75,
2026-09-15T09:17:29,1,1027.88,23.92,39.17,0.077,-93.88,0.0150,25.9,3.76,-71,9.00,
2026-09-15T09:17:30,1,1028.02,23.95,39.13,0.074,-94.07,0.0140,25.9,3.80,-63,10.25,
2026-09-15T09:17:31,1,1027.90,23.95,39.10,0.078,-93.75,0.0150,25.9,3.76,-61,10.25,
2026-09-15T09:17:32,1,1027.98,23.96,39.04,0.081,-93.55,0.0150,25.9,3.80,-62,10.50,
