timestamp,board_id,pressure_hpa,sht_temp_c,sht_humidity_pct,inir_a0_voltage,inir_ch4_analog_pctvol,inir_ch4_digital_pctvol,inir_temp_c,battery_voltage,rssi,snr,sample
2026-09-17T10:28:41,1,1021.84,21.10,78.44,1.548,23.84,7.8630,25.9,3.61,-59,9.25,
2026-09-17T10:28:42,1,1021.86,21.06,77.32,1.548,23.84,6.5750,25.9,3.65,-59,10.00,
2026-09-17T10:28:43,1,1021.91,21.07,76.32,1.556,24.49,5.4030,25.9,3.64,-58,9.75,
2026-09-17T10:28:44,1,1021.96,21.12,76.13,1.570,25.59,4.3600,25.9,3.61,-59,10.00,
2026-09-17T10:28:45,1,1021.84,21.09,76.06,1.600,28.04,3.5080,25.9,3.65,-59,9.50,
2026-09-17T10:28:47,1,1021.95,21.10,75.78,1.629,30.36,2.9690,25.9,3.62,-54,10.00,
2026-09-17T10:28:48,1,1021.97,21.10,75.10,1.636,30.87,2.4490,25.9,3.65,-56,10.25,
2026-09-17T10:28:49,1,1021.93,21.06,74.20,1.635,30.81,2.0140,24.9,3.62,-60,9.50,
2026-09-17T10:28:50,1,1021.95,21.09,73.47,1.642,31.39,1.3170,24.9,3.65,-56,10.25,
2026-09-17T10:28:51,1,1021.85,21.07,72.97,1.638,31.07,1.0510,24.9,3.62,-49,10.00,
2026-09-17T10:28:52,1,1021.88,21.06,72.51,1.650,32.03,0.8970,24.9,3.65,-45,9.75,
2026-09-17T10:28:53,1,1021.90,21.09,72.16,1.651,32.10,0.7540,24.9,3.62,-45,10.00,
2026-09-17T10:28:54,1,1022.03,21.08,72.09,1.658,32.68,0.6370,24.9,3.64,-45,9.75,
2026-09-17T10:28:56,1,1022.04,21.09,72.26,1.662,32.93,0.5410,24.9,3.62,-45,9.50,
2026-09-17T10:28:57,1,1022.06,21.06,72.66,1.688,35.06,0.4620,24.9,3.65,-46,9.50,
2026-09-17T10:28:58,1,1022.01,21.08,72.49,1.686,34.87,0.3970,24.9,3.60,-54,10.25,
2026-09-17T10:28:59,1,1022.04,21.09,72.51,1.590,27.20,0.2980,24.9,3.63,-50,9.50,
2026-09-17T10:29:00,1,1022.03,21.07,72.20,1.564,25.13,0.2600,24.9,3.61,-42,8.00,
2026-09-17T10:29:01,1,1022.06,21.07,71.75,1.577,26.17,0.2270,24.9,3.64,-43,3.00,
2026-09-17T10:29:02,1,1022.12,21.09,71.39,1.600,28.04,0.2010,24.9,3.60,-50,7.75,
2026-09-17T10:29:06,1,1043.20,21.05,70.91,1.772,41.77,0.1400,24.9,3.64,-51,9.50,
2026-09-17T10:29:07,1,1022.00,21.09,70.57,1.751,40.09,0.1250,24.9,3.60,-59,10.25,
2026-09-17T10:29:08,1,1021.93,21.07,70.62,1.755,40.41,0.1030,24.9,3.65,-53,9.75,
2026-09-17T10:29:09,1,1022.02,21.07,70.46,1.571,25.65,0.0950,24.9,3.64,-53,9.75,
2026-09-17T10:29:10,1,21847.76,21.07,70.46,0.870,-30.37,0.0870,24.9,3.64,-48,10.25,
2026-09-17T10:29:11,1,21847.76,21.07,70.46,0.790,-36.82,0.0810,24.9,3.64,-49,10.25,
2026-09-17T10:29:14,1,21847.76,21.07,70.46,0.784,-37.27,0.0000,0.0,3.65,-48,9.50,
2026-09-17T10:29:17,1,21847.76,21.07,70.46,0.730,-41.59,0.0000,0.0,3.65,-49,9.50,
2026-09-17T10:29:19,1,21847.76,21.07,70.46,0.767,-38.63,0.0000,0.0,3.65,-51,9.75,
2026-09-17T10:29:22,1,21847.76,21.07,70.46,0.755,-39.59,0.0000,0.0,3.65,-48,9.75,
2026-09-17T10:29:25,1,21847.76,21.07,70.46,0.754,-39.66,0.0000,0.0,3.65,-52,10.00,
2026-09-17T10:29:27,1,21847.76,21.07,70.46,0.742,-40.62,0.0000,0.0,3.65,-53,9.25,
2026-09-17T10:29:30,1,21847.76,21.07,70.46,0.675,-46.04,0.0000,0.0,3.65,-55,9.25,
2026-09-17T10:29:33,1,21847.76,21.07,70.46,0.707,-43.46,0.0000,0.0,3.64,-51,9.50,
2026-09-17T10:29:35,1,21847.76,21.07,70.46,0.706,-43.53,0.0000,0.0,3.65,-52,9.25,
2026-09-17T10:29:38,1,21847.76,21.07,70.46,0.708,-43.40,0.0000,0.0,3.74,-44,9.50,
2026-09-17T10:29:41,1,21847.76,21.07,70.46,0.705,-43.59,0.0000,0.0,3.74,-47,9.25,
2026-09-17T10:29:44,1,21847.76,21.07,70.46,0.720,-42.43,0.0000,0.0,3.74,-60,9.25,
2026-09-17T10:29:46,1,21847.76,21.07,70.46,0.784,-37.27,0.0000,0.0,3.74,-55,9.25,
2026-09-17T10:29:49,1,21847.76,21.07,70.46,0.542,-56.61,0.0000,0.0,3.75,-61,9.50,
2026-09-17T10:29:52,1,21847.76,21.07,70.46,0.601,-51.91,0.0000,0.0,3.74,-58,9.25,
2026-09-17T10:29:54,1,21847.76,21.07,70.46,0.565,-54.81,0.0000,0.0,3.76,-55,9.75,
2026-09-17T10:29:57,1,21847.76,21.07,70.46,0.695,-44.36,0.0000,0.0,3.76,-57,9.50,
2026-09-17T10:30:00,1,21847.76,21.07,70.46,0.729,-41.66,0.0000,0.0,3.77,-45,9.25,
2026-09-17T10:30:02,1,21847.76,21.07,70.46,0.665,-46.81,0.0000,0.0,3.77,-45,9.50,
2026-09-17T10:30:05,1,21847.76,21.07,70.46,0.641,-48.75,0.0000,0.0,3.76,-45,9.75,
2026-09-17T10:30:08,1,21847.76,21.07,70.46,0.706,-43.53,0.0000,0.0,3.77,-43,9.50,
2026-09-17T10:30:11,1,21847.76,21.07,70.46,0.694,-44.49,0.0000,0.0,3.76,-46,9.75,
2026-09-17T10:30:13,1,21847.76,21.07,70.46,0.682,-45.46,0.0000,0.0,3.76,-45,9.75,
2026-09-17T10:30:16,1,21847.76,21.07,70.46,0.679,-45.65,0.0000,0.0,3.76,-45,10.00,
2026-09-17T10:30:19,1,21847.76,21.07,70.46,0.668,-46.56,0.0000,0.0,3.77,-45,9.75,
2026-09-17T10:30:21,1,21847.76,21.07,70.46,0.657,-47.46,0.0000,0.0,3.77,-46,9.75,
2026-09-17T10:30:24,1,21847.76,21.07,70.46,0.584,-53.26,0.0000,0.0,3.76,-45,9.75,
2026-09-17T10:30:27,1,21847.76,21.07,70.46,0.528,-57.77,0.0000,0.0,3.75,-45,9.75,
2026-09-17T10:30:30,1,21847.76,21.07,70.46,0.521,-58.35,0.0000,0.0,3.76,-46,9.50,
2026-09-17T10:30:32,1,21847.76,21.07,70.46,0.528,-57.77,0.0000,0.0,3.77,-45,9.75,
2026-09-17T10:30:35,1,21847.76,21.07,70.46,0.541,-56.74,0.0000,0.0,3.77,-45,9.50,
2026-09-17T10:30:38,1,21847.76,21.07,70.46,0.558,-55.32,0.0000,0.0,3.77,-45,9.75,
2026-09-17T10:30:40,1,21847.76,21.07,70.46,0.639,-48.88,0.0000,0.0,3.77,-45,9.50,
2026-09-17T10:30:43,1,21847.76,21.07,70.46,0.686,-45.14,0.0000,0.0,3.77,-45,9.75,
2026-09-17T10:30:46,1,21847.76,21.07,70.46,0.685,-45.20,0.0000,0.0,3.77,-45,9.50,
2026-09-17T10:30:48,1,21847.76,21.07,70.46,0.670,-46.43,0.0000,0.0,3.77,-45,9.50,
2026-09-17T10:30:51,1,21847.76,21.07,70.46,0.648,-48.17,0.0000,0.0,3.77,-44,9.25,
2026-09-17T10:30:54,1,21847.76,21.07,70.46,0.587,-53.07,0.0000,0.0,3.77,-45,9.50,
2026-09-17T10:30:57,1,21847.76,21.07,70.46,0.514,-58.87,0.0000,0.0,3.77,-45,9.50,
2026-09-17T10:30:59,1,21847.76,21.07,70.46,0.506,-59.51,0.0000,0.0,3.76,-45,9.50,
2026-09-17T10:31:02,1,21847.76,21.07,70.46,0.525,-57.97,0.0000,0.0,3.77,-45,9.50,
2026-09-17T10:31:05,1,21847.76,21.07,70.46,0.545,-56.42,0.0000,0.0,3.76,-45,9.75,
2026-09-17T10:31:07,1,21847.76,21.07,70.46,0.609,-51.26,0.0000,0.0,3.77,-45,10.00,
2026-09-17T10:31:10,1,21847.76,21.07,70.46,0.683,-45.33,0.0000,0.0,3.77,-45,9.50,
2026-09-17T10:31:13,1,21847.76,21.07,70.46,0.675,-45.98,0.0000,0.0,3.77,-44,9.25,
2026-09-17T10:31:15,1,21847.76,21.07,70.46,0.654,-47.72,0.0000,0.0,3.77,-45,9.50,
2026-09-17T10:31:18,1,21847.76,21.07,70.46,0.521,-58.29,0.0000,0.0,3.76,-45,9.50,
2026-09-17T10:31:21,1,21847.76,21.07,70.46,0.513,-58.93,0.0000,0.0,3.77,-45,9.50,
2026-09-17T10:31:24,1,21847.76,21.07,70.46,0.522,-58.22,0.0000,0.0,3.76,-45,9.50,
2026-09-17T10:31:26,1,21847.76,21.07,70.46,0.553,-55.77,0.0000,0.0,3.77,-45,9.75,
2026-09-17T10:31:29,1,21847.76,21.07,70.46,0.673,-46.17,0.0000,0.0,3.76,-45,9.50,
2026-09-17T10:31:32,1,21847.76,21.07,70.46,0.670,-46.36,0.0000,0.0,3.77,-44,9.50,
2026-09-17T10:31:34,1,21847.76,21.07,70.46,0.653,-47.78,0.0000,0.0,3.77,-45,9.75,
2026-09-17T10:31:37,1,21847.76,21.07,70.46,0.572,-54.23,0.0000,0.0,3.77,-45,9.50,
2026-09-17T10:31:40,1,21847.76,21.07,70.46,0.510,-59.19,0.0000,0.0,3.76,-45,9.50,
2026-09-17T10:31:42,1,21847.76,21.07,70.46,0.527,-57.84,0.0000,0.0,3.77,-45,9.25,
2026-09-17T10:31:45,1,21847.76,21.07,70.46,0.550,-56.03,0.0000,0.0,3.77,-45,9.50,
2026-09-17T10:31:48,1,21847.76,21.07,70.46,0.674,-46.10,0.0000,0.0,3.77,-45,9.75,
2026-09-17T10:31:51,1,21847.76,21.07,70.46,0.673,-46.17,0.0000,0.0,3.77,-45,9.50,
2026-09-17T10:31:53,1,21847.76,21.07,70.46,0.650,-48.04,0.0000,0.0,3.76,-45,9.50,
2026-09-17T10:31:56,1,21847.76,21.07,70.46,0.554,-55.65,0.0000,0.0,3.77,-45,9.50,
2026-09-17T10:31:59,1,21847.76,21.07,70.46,0.452,-63.83,0.0000,0.0,3.77,-45,9.50,
2026-09-17T10:32:01,1,21847.76,21.07,70.46,0.525,-58.03,0.0000,0.0,3.77,-45,9.50,
2026-09-17T10:32:04,1,21847.76,21.07,70.46,0.588,-52.94,0.0000,0.0,3.77,-45,9.75,
2026-09-17T10:32:07,1,21847.76,21.07,70.46,0.687,-45.01,0.0000,0.0,3.77,-54,9.75,
2026-09-17T10:32:09,1,21847.76,21.07,70.46,0.672,-46.23,0.0000,0.0,3.77,-48,10.00,
2026-09-17T10:32:12,1,21847.76,21.07,70.46,0.645,-48.42,0.0000,0.0,3.76,-46,10.00,
2026-09-17T10:32:15,1,21847.76,21.07,70.46,0.463,-62.99,0.0000,0.0,3.76,-46,10.25,
2026-09-17T10:32:18,1,21847.76,21.07,70.46,0.527,-57.84,0.0000,0.0,3.77,-53,9.25,
2026-09-17T10:32:20,1,21847.76,21.07,70.46,0.561,-55.13,0.0000,0.0,3.77,-46,9.50,
2026-09-17T10:32:23,1,21847.76,21.07,70.46,0.681,-45.52,0.0000,0.0,3.77,-46,9.75,
2026-09-17T10:32:26,1,21847.76,21.07,70.46,0.672,-46.23,0.0000,0.0,3.76,-46,9.75,
2026-09-17T10:32:28,1,21847.76,21.07,70.46,0.631,-49.52,0.0000,0.0,3.76,-45,9.75,
2026-09-17T10:32:31,1,21847.76,21.07,70.46,0.518,-58.55,0.0000,0.0,3.77,-45,9.50,
2026-09-17T10:32:34,1,21847.76,21.07,70.46,0.518,-58.55,0.0000,0.0,3.77,-45,9.50,
2026-09-17T10:32:36,1,21847.76,21.07,70.46,0.558,-55.32,0.0000,0.0,3.77,-45,9.50,
2026-09-17T10:32:39,1,21847.76,21.07,70.46,0.674,-46.10,0.0000,0.0,3.78,-44,9.25,
2026-09-17T10:32:42,1,21847.76,21.07,70.46,0.667,-46.62,0.0000,0.0,3.77,-45,9.50,
2026-09-17T10:32:45,1,21847.76,21.07,70.46,0.647,-48.23,0.0000,0.0,3.77,-45,9.75,
2026-09-17T10:32:47,1,21847.76,21.07,70.46,0.525,-58.03,0.0000,0.0,3.77,-45,9.50,
2026-09-17T10:32:50,1,21847.76,21.07,70.46,0.514,-58.87,0.0000,0.0,3.77,-45,9.50,
2026-09-17T10:32:53,1,21847.76,21.07,70.46,0.530,-57.58,0.0000,0.0,3.77,-46,9.25,
2026-09-17T10:32:55,1,21847.76,21.07,70.46,0.615,-50.81,0.0000,0.0,3.77,-45,9.75,
2026-09-17T10:32:58,1,21847.76,21.07,70.46,0.680,-45.59,0.0000,0.0,3.77,-47,9.75,
2026-09-17T10:33:01,1,21847.76,21.07,70.46,0.663,-46.94,0.0000,0.0,3.76,-45,9.75,
2026-09-17T10:33:04,1,21847.76,21.07,70.46,0.626,-49.91,0.0000,0.0,3.77,-46,9.75,
2026-09-17T10:33:06,1,21847.76,21.07,70.46,0.513,-59.00,0.0000,0.0,3.77,-46,10.00,
2026-09-17T10:33:09,1,21847.76,21.07,70.46,0.519,-58.48,0.0000,0.0,3.77,-46,9.75,
2026-09-17T10:33:12,1,21847.76,21.07,70.46,0.538,-56.93,0.0000,0.0,3.77,-46,9.50,
2026-09-17T10:33:14,1,21847.76,21.07,70.46,0.650,-47.97,0.0000,0.0,3.77,-46,10.00,
2026-09-17T10:33:17,1,21847.76,21.07,70.46,0.676,-45.91,0.0000,0.0,3.77,-46,9.75,
2026-09-17T10:33:20,1,21847.76,21.07,70.46,0.593,-52.55,0.0000,0.0,3.77,-45,12.50,
2026-09-17T10:33:22,1,21847.76,21.07,70.46,0.565,-54.81,0.0000,0.0,3.77,-48,9.25,
2026-09-17T10:33:25,1,21847.76,21.07,70.46,0.514,-58.87,0.0000,0.0,3.76,-47,9.00,
2026-09-17T10:33:28,1,21847.76,21.07,70.46,0.525,-57.97,0.0000,0.0,3.77,-47,9.75,
2026-09-17T10:33:31,1,21847.76,21.07,70.46,0.570,-54.42,0.0000,0.0,3.77,-48,9.50,
2026-09-17T10:33:33,1,21847.76,21.07,70.46,0.683,-45.33,0.0000,0.0,3.77,-48,9.25,
2026-09-17T10:33:36,1,21847.76,21.07,70.46,0.667,-46.62,0.0000,0.0,3.77,-48,9.25,
2026-09-17T10:33:39,1,21847.76,21.07,70.46,0.641,-48.75,0.0000,0.0,3.77,-47,9.75,
2026-09-17T10:33:41,1,21847.76,21.07,70.46,0.529,-57.71,0.0000,0.0,3.77,-48,9.50,
2026-09-17T10:33:44,1,21847.76,21.07,70.46,0.524,-58.10,0.0000,0.0,3.77,-47,9.50,
2026-09-17T10:33:47,1,21847.76,21.07,70.46,0.504,-59.64,0.0000,0.0,3.78,-48,9.50,
2026-09-17T10:33:49,1,21847.76,21.07,70.46,0.680,-45.59,0.0000,0.0,3.77,-48,9.25,
2026-09-17T10:33:52,1,21847.76,21.07,70.46,0.666,-46.75,0.0000,0.0,3.77,-47,9.75,
2026-09-17T10:33:55,1,21847.76,21.07,70.46,0.609,-51.26,0.0000,0.0,3.77,-48,9.50,
2026-09-17T10:33:58,1,21847.76,21.07,70.46,0.506,-59.51,0.0000,0.0,3.77,-47,9.50,
2026-09-17T10:34:00,1,21847.76,21.07,70.46,0.527,-57.84,0.0000,0.0,3.77,-47,9.25,
2026-09-17T10:34:03,1,21847.76,21.07,70.46,0.592,-52.68,0.0000,0.0,3.77,-47,9.00,
2026-09-17T10:34:06,1,21847.76,21.07,70.46,0.682,-45.46,0.0000,0.0,3.77,-47,9.75,
2026-09-17T10:34:08,1,21847.76,21.07,70.46,0.666,-46.68,0.0000,0.0,3.77,-47,9.50,
2026-09-17T10:34:11,1,21847.76,21.07,70.46,0.634,-49.26,0.0000,0.0,3.77,-46,9.75,
2026-09-17T10:34:14,1,21847.76,21.07,70.46,0.516,-58.74,0.0000,0.0,3.78,-46,9.50,
2026-09-17T10:34:16,1,21847.76,21.07,70.46,0.515,-58.80,0.0000,0.0,3.77,-46,9.75,
2026-09-17T10:34:19,1,21847.76,21.07,70.46,0.547,-56.23,0.0000,0.0,3.77,-46,12.00,
2026-09-17T10:34:22,1,21847.76,21.07,70.46,0.646,-48.30,0.0000,0.0,3.77,-45,9.25,
2026-09-17T10:34:25,1,21847.76,21.07,70.46,0.679,-45.72,0.0000,0.0,3.77,-45,10.00,
2026-09-17T10:34:27,1,21847.76,21.07,70.46,0.653,-47.78,0.0000,0.0,3.77,-46,9.75,
2026-09-17T10:34:30,1,21847.76,21.07,70.46,0.565,-54.81,0.0000,0.0,3.77,-44,9.75,
2026-09-17T10:34:33,1,21847.76,21.07,70.46,0.517,-58.61,0.0000,0.0,3.77,-46,9.75,
2026-09-17T10:34:35,1,21847.76,21.07,70.46,0.476,-61.90,0.0000,0.0,3.77,-46,9.75,
2026-09-17T10:34:38,1,21847.76,21.07,70.46,0.600,-51.97,0.0000,0.0,3.77,-46,9.50,
2026-09-17T10:34:41,1,21847.76,21.07,70.46,0.677,-45.85,0.0000,0.0,3.77,-45,9.50,
2026-09-17T10:34:43,1,21847.76,21.07,70.46,0.668,-46.56,0.0000,0.0,3.77,-44,9.75,
2026-09-17T10:34:46,1,21847.76,21.07,70.46,0.613,-50.94,0.0000,0.0,3.77,-44,9.50,
2026-09-17T10:34:49,1,21847.76,21.07,70.46,0.511,-59.13,0.0000,0.0,3.77,-44,9.75,
2026-09-17T10:34:52,1,21847.76,21.07,70.46,0.474,-62.09,0.0000,0.0,3.77,-45,9.75,
2026-09-17T10:34:54,1,21847.76,21.07,70.46,0.602,-51.84,0.0000,0.0,3.77,-49,9.25,
2026-09-17T10:34:57,1,21847.76,21.07,70.46,0.675,-46.04,0.0000,0.0,3.77,-46,9.50,
2026-09-17T10:35:00,1,21847.76,21.07,70.46,0.656,-47.52,0.0000,0.0,3.77,-46,10.00,
2026-09-17T10:35:02,1,21847.76,21.07,70.46,0.612,-51.00,0.0000,0.0,3.78,-46,9.75,
2026-09-17T10:35:05,1,21847.76,21.07,70.46,0.510,-59.19,0.0000,0.0,3.77,-45,9.50,
2026-09-17T10:35:08,1,21847.76,21.07,70.46,0.513,-58.93,0.0000,0.0,3.78,-46,10.00,
2026-09-17T10:35:10,1,21847.76,21.07,70.46,0.536,-57.13,0.0000,0.0,3.78,-44,9.25,
2026-09-17T10:35:13,1,21847.76,21.07,70.46,0.582,-53.45,0.0000,0.0,3.77,-45,9.75,
2026-09-17T10:35:16,1,21847.76,21.07,70.46,0.676,-45.91,0.0000,0.0,3.78,-46,9.50,
2026-09-17T10:35:19,1,21847.76,21.07,70.46,0.679,-45.65,0.0000,0.0,3.77,-46,9.75,
2026-09-17T10:35:21,1,21847.76,21.07,70.46,0.607,-51.45,0.0000,0.0,3.78,-46,9.50,
2026-09-17T10:35:24,1,21847.76,21.07,70.46,0.642,-48.62,0.0000,0.0,3.77,-45,9.75,
2026-09-17T10:35:27,1,21847.76,21.07,70.46,0.587,-53.07,0.0000,0.0,3.78,-46,9.50,
2026-09-17T10:35:29,1,21847.76,21.07,70.46,0.521,-58.29,0.0000,0.0,3.78,-46,9.50,
2026-09-17T10:35:32,1,21847.76,21.07,70.46,0.515,-58.80,0.0000,0.0,3.77,-46,9.75,
2026-09-17T10:35:35,1,21847.76,21.07,70.46,0.465,-62.80,0.0000,0.0,3.78,-40,6.50,
2026-09-17T10:35:38,1,21847.76,21.07,70.46,0.537,-57.06,0.0000,0.0,3.77,-39,6.00,
2026-09-17T10:35:40,1,21847.76,21.07,70.46,0.579,-53.71,0.0000,0.0,3.77,-40,5.00,
2026-09-17T10:35:43,1,21847.76,21.07,70.46,0.673,-46.17,0.0000,0.0,3.77,-39,5.75,
2026-09-17T10:35:46,1,21847.76,21.07,70.46,0.699,-44.04,0.0000,0.0,3.77,-39,6.00,
2026-09-17T10:35:48,1,21847.76,21.07,70.46,0.694,-44.49,0.0000,0.0,3.77,-39,7.00,
2026-09-17T10:35:51,1,21847.76,21.07,70.46,0.640,-48.81,0.0000,0.0,3.77,-46,8.75,
2026-09-17T10:36:10,1,21847.76,21.07,70.46,0.704,-43.65,0.0000,0.0,3.78,-46,10.00,
2026-09-17T10:36:13,1,21847.76,21.07,70.46,0.685,-45.20,0.0000,0.0,3.77,-46,9.75,
2026-09-17T10:36:15,1,21847.76,21.07,70.46,0.613,-50.94,0.0000,0.0,3.77,-46,9.75,
2026-09-17T10:36:18,1,21847.76,21.07,70.46,0.554,-55.65,0.0000,0.0,3.77,-46,9.75,
2026-09-17T10:36:21,1,21847.76,21.07,70.46,0.522,-58.22,0.0000,0.0,3.77,-46,11.25,
2026-09-17T10:36:23,1,21847.76,21.07,70.46,0.534,-57.26,0.0000,0.0,3.78,-45,10.00,
2026-09-17T10:36:26,1,21847.76,21.07,70.46,0.545,-56.42,0.0000,0.0,3.78,-46,9.75,
2026-09-17T10:36:29,1,21847.76,21.07,70.46,0.609,-51.26,0.0000,0.0,3.77,-46,10.00,
2026-09-17T10:36:32,1,21847.76,21.07,70.46,0.680,-45.59,0.0000,0.0,3.77,-47,9.50,
2026-09-17T10:36:34,1,21847.76,21.07,70.46,0.688,-44.94,0.0000,0.0,3.78,-60,9.25,
2026-09-17T10:36:37,1,21847.76,21.07,70.46,0.676,-45.91,0.0000,0.0,3.77,-45,12.00,
2026-09-17T10:36:40,1,21847.76,21.07,70.46,0.652,-47.84,0.0000,0.0,3.77,-55,9.25,
2026-09-17T10:36:42,1,21847.76,21.07,70.46,0.569,-54.48,0.0000,0.0,3.77,-45,9.50,
2026-09-17T10:36:45,1,21847.76,21.07,70.46,0.519,-58.48,0.0000,0.0,3.77,-45,9.50,
2026-09-17T10:36:48,1,21847.76,21.07,70.46,0.515,-58.80,0.0000,0.0,3.77,-45,9.50,
2026-09-17T10:36:50,1,21847.76,21.07,70.46,0.521,-58.29,0.0000,0.0,3.78,-45,9.50,
2026-09-17T10:36:53,1,21847.76,21.07,70.46,0.534,-57.26,0.0000,0.0,3.78,-45,10.00,
2026-09-17T10:36:56,1,21847.76,21.07,70.46,0.550,-56.03,0.0000,0.0,3.78,-45,9.50,
2026-09-17T10:36:59,1,21847.76,21.07,70.46,0.615,-50.81,0.0000,0.0,3.79,-45,9.50,
2026-09-17T10:37:01,1,21847.76,21.07,70.46,0.668,-46.56,0.0000,0.0,3.78,-42,11.75,
2026-09-17T10:37:04,1,21847.76,21.07,70.46,0.682,-45.46,0.0000,0.0,3.78,-45,9.00,
2026-09-17T10:37:09,1,21847.76,21.07,70.46,0.666,-46.75,0.0000,0.0,3.77,-45,9.75,
2026-09-17T10:37:12,1,21847.76,21.07,70.46,0.649,-48.10,0.0000,0.0,3.78,-46,9.50,
