timestamp,board_id,ch4_pct_lel,temperature_c,error_code,inir_a0_voltage,inir_ch4_analog_pctvol,inir_ch4_digital_pctvol,inir_temp_c,battery_voltage,rssi,snr
2026-08-31T14:08:43,1,0.00,32.20,0,1.264,1.15,0.0000,0.0,3.83,-122,-2.25
2026-08-31T14:08:48,1,0.00,32.20,0,1.257,0.57,0.0000,0.0,3.81,-122,-1.50
2026-08-31T14:09:02,1,0.00,32.20,0,1.257,0.57,0.0000,0.0,3.81,-121,0.25
2026-08-31T14:09:04,1,0.00,32.20,0,1.254,0.31,0.0000,0.0,3.81,-116,5.75
2026-08-31T14:09:07,1,0.00,32.20,0,1.262,0.96,0.0000,0.0,3.83,-118,3.50
2026-08-31T14:09:10,1,0.00,32.20,0,1.259,0.70,0.0000,0.0,3.83,-121,-1.50
2026-08-31T14:09:13,1,0.00,32.20,0,1.262,0.96,0.0000,0.0,3.82,-117,5.00
2026-08-31T14:09:15,1,0.00,32.20,0,1.256,0.51,0.0000,0.0,3.82,-116,6.00
2026-08-31T14:09:18,1,0.00,32.20,0,1.255,0.38,0.0000,0.0,3.81,-115,6.00
2026-08-31T14:09:21,1,0.00,32.20,0,1.259,0.70,0.0000,0.0,3.81,-114,6.50
2026-08-31T14:09:23,1,0.00,32.20,0,1.258,0.64,0.0000,0.0,3.83,-119,2.00
2026-08-31T14:09:26,1,0.00,32.20,0,1.257,0.57,0.0000,0.0,3.84,-118,3.25
2026-08-31T14:09:29,1,0.00,32.20,0,1.252,0.18,0.0000,0.0,3.81,-119,3.00
2026-08-31T14:09:31,1,0.00,32.20,0,1.254,0.31,0.0000,0.0,3.82,-118,4.00
2026-08-31T14:09:34,1,0.00,32.20,0,1.255,0.38,0.0000,0.0,3.81,-120,2.00
2026-08-31T14:09:37,1,0.00,32.20,0,1.252,0.18,0.0000,0.0,3.83,-121,-0.75
2026-08-31T14:09:40,1,0.00,32.20,0,1.259,0.70,0.0000,0.0,3.84,-118,3.75
2026-08-31T14:09:42,1,0.00,32.20,0,1.255,0.38,0.0000,0.0,3.82,-119,2.25
2026-08-31T14:09:45,1,0.00,32.20,0,1.256,0.44,0.0000,0.0,3.81,-119,2.50
2026-08-31T14:09:48,1,0.00,32.20,0,1.253,0.25,0.0000,0.0,3.81,-120,1.75
2026-08-31T14:09:50,1,0.00,32.20,0,1.256,0.44,0.0000,0.0,3.83,-119,2.50
2026-08-31T14:09:53,1,0.00,32.20,0,1.258,0.64,0.0000,0.0,3.83,-119,2.25
2026-08-31T14:09:56,1,0.00,32.20,0,1.257,0.57,0.0000,0.0,3.83,-120,2.00
2026-08-31T14:10:01,1,0.00,32.10,0,1.252,0.12,0.0000,0.0,3.81,-120,2.25
2026-08-31T14:10:07,1,0.00,32.10,0,1.259,0.70,0.0000,0.0,3.83,-120,0.50
2026-08-31T14:10:12,1,0.00,32.10,0,1.257,0.57,0.0000,0.0,3.81,-120,1.00
2026-08-31T14:10:17,1,0.00,32.10,0,1.260,0.83,0.0000,0.0,3.83,-113,7.00
2026-08-31T14:10:23,1,0.00,32.00,0,1.260,0.76,0.0000,0.0,3.83,-118,4.25
2026-08-31T14:10:25,1,0.00,32.00,0,1.254,0.31,0.0000,0.0,3.81,-118,4.00
2026-08-31T14:10:28,1,0.00,32.10,0,1.255,0.38,0.0000,0.0,3.81,-118,4.25
2026-08-31T14:10:31,1,0.00,32.00,0,1.257,0.57,0.0000,0.0,3.79,-118,3.75
2026-08-31T14:10:34,1,0.00,32.10,0,1.261,0.89,0.0000,0.0,3.84,-111,8.00
2026-08-31T14:10:36,1,0.00,32.10,0,1.262,0.96,0.0000,0.0,3.81,-112,7.50
2026-08-31T14:10:39,1,0.00,32.10,0,1.256,0.51,0.0000,0.0,3.82,-113,7.50
2026-08-31T14:10:42,1,0.00,32.10,0,1.255,0.38,0.0000,0.0,3.80,-112,8.00
2026-08-31T14:10:44,1,0.00,32.10,0,1.256,0.44,0.0000,0.0,3.81,-112,7.75
2026-08-31T14:10:47,1,0.00,32.10,0,1.259,0.70,0.0000,0.0,3.81,-113,7.50
2026-08-31T14:10:50,1,0.00,32.10,0,1.258,0.64,0.0000,0.0,3.83,-113,7.50
2026-08-31T14:10:53,1,0.00,32.10,0,1.255,0.38,0.0000,0.0,3.80,-112,8.00
2026-08-31T14:10:55,1,0.00,32.10,0,1.256,0.44,0.0000,0.0,3.81,-112,8.00
2026-08-31T14:10:58,1,0.00,32.10,0,1.260,0.76,0.0000,0.0,3.80,-112,7.75
2026-08-31T14:11:01,1,0.00,32.10,0,1.256,0.44,0.0000,0.0,3.82,-111,8.75
2026-08-31T14:11:03,1,0.00,32.10,0,1.257,0.57,0.0000,0.0,3.82,-112,7.75
2026-08-31T14:11:06,1,0.00,32.10,0,1.256,0.44,0.0000,0.0,3.83,-112,8.00
2026-08-31T14:11:09,1,0.00,32.10,0,1.256,0.51,0.0000,0.0,3.81,-112,7.75
2026-08-31T14:11:11,1,0.00,32.10,0,1.255,0.38,0.0000,0.0,3.81,-112,7.50
2026-08-31T14:11:14,1,0.00,32.10,0,1.258,0.64,0.0000,0.0,3.83,-113,7.75
2026-08-31T14:11:17,1,0.00,32.10,0,1.258,0.64,0.0000,0.0,3.83,-113,7.25
2026-08-31T14:11:20,1,0.00,32.10,0,1.260,0.76,0.0000,0.0,3.83,-111,8.00
2026-08-31T14:11:25,1,0.00,32.10,0,1.255,0.38,0.0000,0.0,3.81,-121,-0.75
2026-08-31T14:11:30,1,0.00,32.10,0,1.260,0.76,0.0000,0.0,3.82,-120,2.00
2026-08-31T14:11:36,1,0.00,32.10,0,1.256,0.51,0.0000,0.0,3.80,-122,-1.50
2026-08-31T14:11:41,1,0.00,32.10,0,1.260,0.76,0.0000,0.0,3.84,-113,7.25
2026-08-31T14:11:44,1,0.00,32.10,0,1.256,0.51,0.0000,0.0,3.81,-111,6.25
2026-08-31T14:11:47,1,0.00,32.10,0,1.259,0.70,0.0000,0.0,3.83,-111,8.00
2026-08-31T14:11:49,1,0.00,32.10,0,1.258,0.64,0.0000,0.0,3.82,-110,8.25
2026-08-31T14:11:52,1,0.00,32.10,0,1.253,0.25,0.0000,0.0,3.81,-111,8.00
2026-08-31T14:11:55,1,0.00,32.10,0,1.255,0.38,0.0000,0.0,3.81,-111,8.50
2026-08-31T14:11:57,1,0.00,32.10,0,1.257,0.57,0.0000,0.0,3.82,-111,8.00
2026-08-31T14:12:00,1,0.00,32.10,0,1.257,0.57,0.0000,0.0,3.81,-111,8.25
2026-08-31T14:12:03,1,0.00,32.10,0,1.258,0.64,0.0000,0.0,3.81,-111,8.00
2026-08-31T14:12:05,1,0.00,32.10,0,1.256,0.44,0.0000,0.0,3.79,-111,8.25
2026-08-31T14:12:08,1,0.00,32.10,0,1.256,0.44,0.0000,0.0,3.81,-111,8.00
2026-08-31T14:12:11,1,0.00,32.10,0,1.259,0.70,0.0000,0.0,3.80,-111,8.25
2026-08-31T14:12:14,1,0.00,32.10,0,1.256,0.51,0.0000,0.0,3.83,-114,7.00
2026-08-31T14:12:16,1,0.00,32.20,0,1.255,0.38,0.0000,0.0,3.81,-115,6.25
2026-08-31T14:12:19,1,0.00,32.20,0,1.255,0.38,0.0000,0.0,3.81,-114,7.00
2026-08-31T14:12:22,1,0.00,32.20,0,1.259,0.70,0.0000,0.0,3.81,-117,4.25
2026-08-31T14:12:24,1,0.00,32.20,0,1.258,0.64,0.0000,0.0,3.83,-113,7.00
2026-08-31T14:12:27,1,0.00,32.20,0,1.252,0.18,0.0000,0.0,3.81,-112,8.25
2026-08-31T14:12:30,1,0.00,32.20,0,1.259,0.70,0.0000,0.0,3.82,-112,8.00
2026-08-31T14:12:32,1,0.00,32.20,0,1.256,0.44,0.0000,0.0,3.81,-112,8.00
2026-08-31T14:12:35,1,0.00,32.20,0,1.254,0.31,0.0000,0.0,3.82,-111,8.00
2026-08-31T14:12:38,1,0.00,32.20,0,1.258,0.64,0.0000,0.0,3.81,-113,7.00
2026-08-31T14:12:41,1,0.00,32.20,0,1.255,0.38,0.0000,0.0,3.82,-113,6.75
2026-08-31T14:12:43,1,0.00,32.20,0,1.258,0.64,0.0000,0.0,3.83,-113,6.75
2026-08-31T14:12:46,1,0.00,32.20,0,1.252,0.18,0.0000,0.0,3.81,-114,7.25
2026-08-31T14:12:49,1,0.00,32.20,0,1.256,0.44,0.0000,0.0,3.81,-115,6.00
2026-08-31T14:13:00,1,0.00,32.20,0,1.255,0.38,0.0000,0.0,3.81,-118,3.25
2026-08-31T14:13:02,1,0.00,32.20,0,1.256,0.44,0.0000,0.0,3.81,-118,-2.25
2026-08-31T14:13:05,1,0.00,32.20,0,1.253,0.25,0.0000,0.0,3.81,-119,3.00
2026-08-31T14:13:08,1,0.00,32.20,0,1.259,0.70,0.0000,0.0,3.82,-117,-2.25
2026-08-31T14:13:10,1,0.00,32.20,0,1.259,0.70,0.0000,0.0,3.83,-118,3.25
2026-08-31T14:13:16,1,0.00,32.20,0,1.256,0.51,0.0000,0.0,3.81,-113,7.25
2026-08-31T14:13:18,1,0.00,32.20,0,1.256,0.51,0.0000,0.0,3.81,-113,7.00
2026-08-31T14:13:21,1,0.00,32.30,0,1.257,0.57,0.0000,0.0,3.83,-111,7.75
2026-08-31T14:13:24,1,0.00,32.30,0,1.257,0.57,0.0000,0.0,3.83,-111,7.75
2026-08-31T14:13:27,1,0.00,32.20,0,1.258,0.64,0.0000,0.0,3.83,-113,7.25
2026-08-31T14:13:29,1,0.00,32.30,0,1.256,0.51,0.0000,0.0,3.81,-111,8.25
2026-08-31T14:13:32,1,0.00,32.30,0,1.255,0.38,0.0000,0.0,3.80,-114,6.75
2026-08-31T14:13:35,1,0.00,32.30,0,1.258,0.64,0.0000,0.0,3.83,-113,7.75
2026-08-31T14:13:37,1,0.00,32.30,0,1.257,0.57,0.0000,0.0,3.83,-112,7.50
2026-08-31T14:13:40,1,0.00,32.30,0,1.260,0.76,0.0000,0.0,3.82,-113,7.25
2026-08-31T14:13:43,1,0.00,32.30,0,1.256,0.44,0.0000,0.0,3.80,-112,8.00
2026-08-31T14:13:45,1,0.00,32.30,0,1.256,0.51,0.0000,0.0,3.81,-115,6.25
2026-08-31T14:13:48,1,0.00,32.30,0,1.251,0.06,0.0000,0.0,3.79,-116,5.25
2026-08-31T14:13:51,1,0.00,32.30,0,1.258,0.64,0.0000,0.0,3.83,-114,6.75
2026-08-31T14:13:54,1,0.00,32.30,0,1.258,0.64,0.0000,0.0,3.81,-112,8.00
2026-08-31T14:13:56,1,0.00,32.30,0,1.256,0.44,0.0000,0.0,3.81,-110,8.00
2026-08-31T14:13:59,1,0.00,32.30,0,1.255,0.38,0.0000,0.0,3.80,-109,8.25
2026-08-31T14:14:02,1,0.00,32.30,0,1.254,0.31,0.0000,0.0,3.80,-109,8.75
2026-08-31T14:14:04,1,0.00,32.30,0,1.254,0.31,0.0000,0.0,3.82,-109,8.00
2026-08-31T14:14:07,1,0.00,32.30,0,1.256,0.51,0.0000,0.0,3.83,-110,8.50
2026-08-31T14:14:10,1,0.00,32.30,0,1.255,0.38,0.0000,0.0,3.81,-111,8.25
2026-08-31T14:14:12,1,0.00,32.30,0,1.254,0.31,0.0000,0.0,3.81,-110,8.25
2026-08-31T14:14:18,1,0.00,32.30,0,1.256,0.44,0.0000,0.0,3.82,-111,9.75
2026-08-31T14:14:26,1,0.00,32.30,0,1.264,1.15,0.0000,0.0,3.81,-110,8.00
2026-08-31T14:14:29,1,0.00,32.30,0,1.256,0.44,0.0000,0.0,3.79,-115,6.25
2026-08-31T14:14:34,1,0.00,32.30,0,1.258,0.64,0.0000,0.0,3.80,-116,5.50
2026-08-31T14:14:37,1,0.00,32.40,0,1.261,0.89,0.0000,0.0,3.82,-110,5.75
2026-08-31T14:14:39,1,0.00,32.40,0,1.254,0.31,0.0000,0.0,3.80,-110,8.00
2026-08-31T14:14:42,1,0.00,32.30,0,1.255,0.38,0.0000,0.0,3.81,-111,8.25
2026-08-31T14:14:45,1,0.00,32.40,0,1.256,0.51,0.0000,0.0,3.82,-111,8.25
2026-08-31T14:14:48,1,0.00,32.40,0,1.257,0.57,0.0000,0.0,3.83,-113,7.50
2026-08-31T14:14:50,1,0.00,32.40,0,1.258,0.64,0.0000,0.0,3.82,-113,7.50
2026-08-31T14:14:53,1,0.00,32.40,0,1.256,0.44,0.0000,0.0,3.81,-113,7.50
2026-08-31T14:14:56,1,0.00,32.40,0,1.256,0.44,0.0000,0.0,3.81,-113,7.25
2026-08-31T14:14:58,1,0.00,32.40,0,1.258,0.64,0.0000,0.0,3.82,-113,7.00
2026-08-31T14:15:01,1,0.00,32.40,0,1.257,0.57,0.0000,0.0,3.83,-113,7.25
2026-08-31T14:15:04,1,0.00,32.40,0,1.259,0.70,0.0000,0.0,3.82,-113,7.75
2026-08-31T14:15:06,1,0.00,32.40,0,1.252,0.18,0.0000,0.0,3.81,-110,8.25
2026-08-31T14:15:09,1,0.00,32.40,0,1.256,0.44,0.0000,0.0,3.80,-111,8.00
2026-08-31T14:15:12,1,0.00,32.40,0,1.257,0.57,0.0000,0.0,3.80,-112,7.75
2026-08-31T14:15:15,1,0.00,32.40,0,1.258,0.64,0.0000,0.0,3.82,-112,7.75
2026-08-31T14:15:17,1,0.00,32.40,0,1.256,0.44,0.0000,0.0,3.82,-123,-3.50
2026-08-31T14:15:20,1,0.00,32.40,0,1.257,0.57,0.0000,0.0,3.82,-121,-0.75
2026-08-31T14:15:23,1,0.00,32.40,0,1.256,0.51,0.0000,0.0,3.81,-114,6.75
2026-08-31T14:15:25,1,0.00,32.40,0,1.256,0.44,0.0000,0.0,3.79,-110,8.00
2026-08-31T14:15:28,1,0.00,32.40,0,1.259,0.70,0.0000,0.0,3.83,-111,8.25
2026-08-31T14:15:31,1,0.00,32.40,0,1.261,0.89,0.0000,0.0,3.80,-112,8.00
2026-08-31T14:15:34,1,0.00,32.40,0,1.257,0.57,0.0000,0.0,3.83,-111,8.00
2026-08-31T14:15:36,1,0.00,32.40,0,1.257,0.57,0.0000,0.0,3.79,-111,8.00
2026-08-31T14:15:42,1,0.00,32.40,0,1.256,0.51,0.0000,0.0,3.81,-110,8.25
2026-08-31T14:15:47,1,0.00,32.40,0,1.260,0.83,0.0000,0.0,3.82,-111,8.50
2026-08-31T14:15:52,1,0.00,32.40,0,1.255,0.38,0.0000,0.0,3.80,-123,-6.50
2026-08-31T14:15:58,1,0.00,32.50,0,1.262,0.96,0.0000,0.0,3.82,-123,-6.75
2026-08-31T14:16:03,1,0.00,32.50,0,1.260,0.83,0.0000,0.0,3.80,-116,5.75
2026-08-31T14:16:06,1,0.00,32.50,0,1.256,0.44,0.0000,0.0,3.79,-116,5.75
2026-08-31T14:16:09,1,0.00,32.50,0,1.260,0.83,0.0000,0.0,3.80,-112,7.50
2026-08-31T14:16:11,1,0.00,32.50,0,1.257,0.57,0.0000,0.0,3.81,-111,8.00
2026-08-31T14:16:14,1,0.00,32.50,0,1.259,0.70,0.0000,0.0,3.82,-111,8.25
2026-08-31T14:16:17,1,0.00,32.50,0,1.254,0.31,0.0000,0.0,3.80,-111,8.00
2026-08-31T14:16:19,1,3.10,32.50,0,1.253,0.25,0.0000,0.0,3.81,-111,8.00
2026-08-31T14:16:22,1,3.20,32.50,0,1.254,0.31,0.0000,0.0,3.80,-110,8.50
2026-08-31T14:16:25,1,3.30,32.50,0,1.260,0.76,0.0000,0.0,3.83,-110,8.50
2026-08-31T14:16:28,1,3.50,32.50,0,1.260,0.76,0.0000,0.0,3.83,-111,8.00
2026-08-31T14:16:30,1,3.70,32.50,0,1.256,0.51,0.0000,0.0,3.81,-110,8.25
2026-08-31T14:16:33,1,3.90,32.50,0,1.255,0.38,0.0000,0.0,3.81,-111,8.25
2026-08-31T14:16:36,1,4.00,32.50,0,1.255,0.38,0.0000,0.0,3.81,-111,8.00
2026-08-31T14:16:38,1,4.20,32.50,0,1.257,0.57,0.0000,0.0,3.82,-114,7.00
2026-08-31T14:16:41,1,4.40,32.50,0,1.260,0.76,0.0000,0.0,3.82,-115,6.00
2026-08-31T14:16:44,1,4.50,32.50,0,1.257,0.57,0.0000,0.0,3.82,-112,7.75
2026-08-31T14:16:46,1,4.70,32.50,0,1.255,0.38,0.0000,0.0,3.79,-123,-5.00
2026-08-31T14:16:49,1,4.80,32.50,0,1.258,0.64,0.0000,0.0,3.81,-123,-6.75
2026-08-31T14:16:52,1,4.90,32.50,0,1.260,0.83,0.0000,0.0,3.81,-110,7.75
2026-08-31T14:16:55,1,4.90,32.50,0,1.254,0.31,0.0000,0.0,3.82,-110,8.25
2026-08-31T14:16:57,1,4.90,32.50,0,1.262,0.96,0.0000,0.0,3.81,-110,9.25
2026-08-31T14:17:00,1,4.90,32.50,0,1.256,0.44,0.0000,0.0,3.81,-110,8.00
2026-08-31T14:17:03,1,4.90,32.50,0,1.256,0.44,0.0000,0.0,3.81,-110,8.50
2026-08-31T14:17:05,1,5.00,32.50,0,1.258,0.64,0.0000,0.0,3.82,-118,3.75
2026-08-31T14:17:11,1,5.10,32.50,0,1.258,0.64,0.0000,0.0,3.81,-118,4.25
2026-08-31T14:17:13,1,5.30,32.50,0,1.256,0.44,0.0000,0.0,3.80,-113,6.75
2026-08-31T14:17:16,1,7.40,32.50,0,1.256,0.44,0.0000,0.0,3.81,-112,8.25
2026-08-31T14:17:19,1,7.50,32.50,0,1.259,0.70,0.0000,0.0,3.82,-111,5.00
2026-08-31T14:17:22,1,7.50,32.50,0,1.258,0.64,0.0000,0.0,3.82,-109,8.00
2026-08-31T14:17:24,1,7.50,32.50,0,1.262,0.96,0.0000,0.0,3.82,-110,5.50
2026-08-31T14:17:27,1,7.50,32.50,0,1.256,0.44,0.0000,0.0,3.80,-111,8.25
2026-08-31T14:17:30,1,7.50,32.60,0,1.259,0.70,0.0000,0.0,3.80,-111,8.00
2026-08-31T14:17:32,1,7.50,32.60,0,1.260,0.83,0.0000,0.0,3.79,-111,8.25
2026-08-31T14:17:35,1,7.50,32.60,0,1.257,0.57,0.0000,0.0,3.82,-110,8.00
2026-08-31T14:17:38,1,7.50,32.60,0,1.257,0.57,0.0000,0.0,3.81,-110,8.25
2026-08-31T14:17:40,1,7.50,32.60,0,1.257,0.57,0.0000,0.0,3.80,-112,8.25
2026-08-31T14:17:43,1,7.50,32.60,0,1.259,0.70,0.0000,0.0,3.80,-118,3.75
2026-08-31T14:17:46,1,7.50,32.60,0,1.257,0.57,0.0000,0.0,3.80,-116,5.50
2026-08-31T14:17:49,1,7.50,32.60,0,1.260,0.76,0.0000,0.0,3.82,-114,6.75
2026-08-31T14:17:51,1,7.50,32.60,0,1.260,0.83,0.0000,0.0,3.82,-114,6.50
2026-08-31T14:17:54,1,7.30,32.60,0,1.256,0.44,0.0000,0.0,3.81,-114,6.75
2026-08-31T14:17:57,1,7.20,32.60,0,1.254,0.31,0.0000,0.0,3.81,-114,7.00
2026-08-31T14:17:59,1,7.00,32.60,0,1.257,0.57,0.0000,0.0,3.81,-113,7.00
2026-08-31T14:18:02,1,4.90,32.60,0,1.266,1.28,0.0000,0.0,3.82,-112,8.25
2026-08-31T14:18:05,1,4.90,32.60,0,1.259,0.70,0.0000,0.0,3.82,-110,7.75
2026-08-31T14:18:07,1,0.00,32.60,0,1.258,0.64,0.0000,0.0,3.82,-111,8.25
2026-08-31T14:18:10,1,0.00,32.60,0,1.257,0.57,0.0000,0.0,3.81,-110,8.00
